Number,Time,Temperature
1481,2018-01-31 18:01:13,21
1482,2018-01-31 18:06:13,21
1483,2018-01-31 18:11:13,21
1484,2018-01-31 18:16:13,21
1485,2018-01-31 18:21:13,21
1486,2018-01-31 18:26:13,21
1487,2018-01-31 18:31:13,21
1488,2018-01-31 18:36:13,21
1489,2018-01-31 18:41:13,21
1490,2018-01-31 18:46:13,21
1491,2018-01-31 18:51:13,21
1492,2018-01-31 18:56:13,21
1493,2018-01-31 19:01:13,21
1494,2018-01-31 19:06:13,21
1495,2018-01-31 19:11:13,21
1496,2018-01-31 19:16:13,21
1497,2018-01-31 19:21:13,21
1498,2018-01-31 19:26:13,21
1499,2018-01-31 19:31:13,21
1500,2018-01-31 19:36:13,21
1501,2018-01-31 19:41:13,21
1502,2018-01-31 19:46:13,21
1503,2018-01-31 19:51:13,21
1504,2018-01-31 19:56:13,21
1505,2018-01-31 20:01:13,21
1506,2018-01-31 20:06:13,21
1507,2018-01-31 20:11:13,21
1508,2018-01-31 20:16:13,21
1509,2018-01-31 20:21:13,21
1510,2018-01-31 20:26:13,21
1511,2018-01-31 20:31:13,21
1512,2018-01-31 20:36:13,21
1513,2018-01-31 20:41:13,21
1514,2018-01-31 20:46:13,21
1515,2018-01-31 20:51:13,21
1516,2018-01-31 20:56:13,21
1517,2018-01-31 21:01:13,21
1518,2018-01-31 21:06:13,21
1519,2018-01-31 21:11:13,21
1520,2018-01-31 21:16:13,21
1521,2018-01-31 21:21:13,21
1522,2018-01-31 21:26:13,21
1523,2018-01-31 21:31:13,21
1524,2018-01-31 21:36:13,21
1525,2018-01-31 21:41:13,21
1526,2018-01-31 21:46:13,21
1527,2018-01-31 21:51:13,21
1528,2018-01-31 21:56:13,21
1529,2018-01-31 22:01:13,21
1530,2018-01-31 22:06:13,21
1531,2018-01-31 22:11:13,21
1532,2018-01-31 22:16:13,21.1
1533,2018-01-31 22:21:13,21
1534,2018-01-31 22:26:13,21
1535,2018-01-31 22:31:13,21
1536,2018-01-31 22:36:13,21
1537,2018-01-31 22:41:13,21.1
1538,2018-01-31 22:46:13,21.1
1539,2018-01-31 22:51:13,21
1540,2018-01-31 22:56:13,21
1541,2018-01-31 23:01:13,21
1542,2018-01-31 23:06:13,21
1543,2018-01-31 23:11:13,21.1
1544,2018-01-31 23:16:13,21.1
1545,2018-01-31 23:21:13,21.1
1546,2018-01-31 23:26:13,21.1
1547,2018-01-31 23:31:13,21.1
1548,2018-01-31 23:36:13,21.1
1549,2018-01-31 23:41:13,21.1
1550,2018-01-31 23:46:13,21.1
1551,2018-01-31 23:51:13,21.1
1552,2018-01-31 23:56:13,21.1
1553,2018-02-01 00:01:13,21.1
1554,2018-02-01 00:06:13,21.1
1555,2018-02-01 00:11:13,21.1
1556,2018-02-01 00:16:13,21.1
1557,2018-02-01 00:21:13,21.1
1558,2018-02-01 00:26:13,21
1559,2018-02-01 00:31:13,21
1560,2018-02-01 00:36:13,21
1561,2018-02-01 00:41:13,21
1562,2018-02-01 00:46:13,21
1563,2018-02-01 00:51:13,21
1564,2018-02-01 00:56:13,21
1565,2018-02-01 01:01:13,21.1
1566,2018-02-01 01:06:13,21.1
1567,2018-02-01 01:11:13,21.1
1568,2018-02-01 01:16:13,21.1
1569,2018-02-01 01:21:13,21.1
1570,2018-02-01 01:26:13,21.1
1571,2018-02-01 01:31:13,21.1
1572,2018-02-01 01:36:13,21.1
1573,2018-02-01 01:41:13,21.1
1574,2018-02-01 01:46:13,21.1
1575,2018-02-01 01:51:13,21.1
1576,2018-02-01 01:56:13,21.1
1577,2018-02-01 02:01:13,21.1
1578,2018-02-01 02:06:13,21.1
1579,2018-02-01 02:11:13,21.1
1580,2018-02-01 02:16:13,21.1
1581,2018-02-01 02:21:13,21.1
1582,2018-02-01 02:26:13,21.1
1583,2018-02-01 02:31:13,21.1
1584,2018-02-01 02:36:13,21.1
1585,2018-02-01 02:41:13,21.1
1586,2018-02-01 02:46:13,21.1
1587,2018-02-01 02:51:13,21.1
1588,2018-02-01 02:56:13,21.1
1589,2018-02-01 03:01:13,21.1
1590,2018-02-01 03:06:13,21
1591,2018-02-01 03:11:13,21
1592,2018-02-01 03:16:13,21
1593,2018-02-01 03:21:13,21
1594,2018-02-01 03:26:13,21
1595,2018-02-01 03:31:13,21
1596,2018-02-01 03:36:13,21
1597,2018-02-01 03:41:13,21
1598,2018-02-01 03:46:13,21
1599,2018-02-01 03:51:13,21
1600,2018-02-01 03:56:13,21
1601,2018-02-01 04:01:13,21
1602,2018-02-01 04:06:13,21
1603,2018-02-01 04:11:13,21
1604,2018-02-01 04:16:13,21
1605,2018-02-01 04:21:13,21
1606,2018-02-01 04:26:13,21
1607,2018-02-01 04:31:13,21
1608,2018-02-01 04:36:13,21
1609,2018-02-01 04:41:13,21
1610,2018-02-01 04:46:13,21
1611,2018-02-01 04:51:13,21
1612,2018-02-01 04:56:13,21
1613,2018-02-01 05:01:13,21
1614,2018-02-01 05:06:13,21
1615,2018-02-01 05:11:13,21
1616,2018-02-01 05:16:13,21
1617,2018-02-01 05:21:13,21
1618,2018-02-01 05:26:13,21
1619,2018-02-01 05:31:13,21
1620,2018-02-01 05:36:13,21
1621,2018-02-01 05:41:13,21
1622,2018-02-01 05:46:13,21
1623,2018-02-01 05:51:13,20.9
1624,2018-02-01 05:56:13,20.9
1625,2018-02-01 06:01:13,20.9
1626,2018-02-01 06:06:13,20.9
1627,2018-02-01 06:11:13,20.9
1628,2018-02-01 06:16:13,20.9
1629,2018-02-01 06:21:13,20.9
1630,2018-02-01 06:26:13,20.9
1631,2018-02-01 06:31:13,20.9
1632,2018-02-01 06:36:13,20.9
1633,2018-02-01 06:41:13,20.9
1634,2018-02-01 06:46:13,20.9
1635,2018-02-01 06:51:13,20.9
1636,2018-02-01 06:56:13,20.9
1637,2018-02-01 07:01:13,20.9
1638,2018-02-01 07:06:13,20.9
1639,2018-02-01 07:11:13,20.9
1640,2018-02-01 07:16:13,20.9
1641,2018-02-01 07:21:13,21
1642,2018-02-01 07:26:13,21
1643,2018-02-01 07:31:13,20.9
1644,2018-02-01 07:36:13,20.9
1645,2018-02-01 07:41:13,20.9
1646,2018-02-01 07:46:13,20.9
1647,2018-02-01 07:51:13,20.9
1648,2018-02-01 07:56:13,20.9
1649,2018-02-01 08:01:13,20.9
1650,2018-02-01 08:06:13,20.9
1651,2018-02-01 08:11:13,20.9
1652,2018-02-01 08:16:13,20.9
1653,2018-02-01 08:21:13,20.9
1654,2018-02-01 08:26:13,20.9
1655,2018-02-01 08:31:13,20.9
1656,2018-02-01 08:36:13,20.9
1657,2018-02-01 08:41:13,20.9
1658,2018-02-01 08:46:13,20.9
1659,2018-02-01 08:51:13,20.9
1660,2018-02-01 08:56:13,20.9
1661,2018-02-01 09:01:13,20.9
1662,2018-02-01 09:06:13,20.9
1663,2018-02-01 09:11:13,20.9
1664,2018-02-01 09:16:13,20.9
1665,2018-02-01 09:21:13,20.9
1666,2018-02-01 09:26:13,20.9
1667,2018-02-01 09:31:13,20.9
1668,2018-02-01 09:36:13,20.9
1669,2018-02-01 09:41:13,20.9
1670,2018-02-01 09:46:13,20.9
1671,2018-02-01 09:51:13,20.9
1672,2018-02-01 09:56:13,20.9
1673,2018-02-01 10:01:13,20.9
1674,2018-02-01 10:06:13,20.9
1675,2018-02-01 10:11:13,20.9
1676,2018-02-01 10:16:13,20.9
1677,2018-02-01 10:21:13,20.9
1678,2018-02-01 10:26:13,20.9
1679,2018-02-01 10:31:13,20.9
1680,2018-02-01 10:36:13,20.9
1681,2018-02-01 10:41:13,20.9
1682,2018-02-01 10:46:13,20.9
1683,2018-02-01 10:51:13,20.9
1684,2018-02-01 10:56:13,21
1685,2018-02-01 11:01:13,20.9
1686,2018-02-01 11:06:13,20.9
1687,2018-02-01 11:11:13,20.9
1688,2018-02-01 11:16:13,20.9
1689,2018-02-01 11:21:13,20.9
1690,2018-02-01 11:26:13,20.9
1691,2018-02-01 11:31:13,20.9
1692,2018-02-01 11:36:13,20.9
1693,2018-02-01 11:41:13,20.9
1694,2018-02-01 11:46:13,20.9
1695,2018-02-01 11:51:13,20.9
1696,2018-02-01 11:56:13,20.9
1697,2018-02-01 12:01:13,20.9
1698,2018-02-01 12:06:13,20.9
1699,2018-02-01 12:11:13,21
1700,2018-02-01 12:16:13,21
1701,2018-02-01 12:21:13,21
1702,2018-02-01 12:26:13,21
1703,2018-02-01 12:31:13,21
1704,2018-02-01 12:36:13,21
1705,2018-02-01 12:41:13,21
1706,2018-02-01 12:46:13,20.9
1707,2018-02-01 12:51:13,20.9
1708,2018-02-01 12:56:13,20.9
1709,2018-02-01 13:01:13,20.9
1710,2018-02-01 13:06:13,20.9
1711,2018-02-01 13:11:13,20.9
1712,2018-02-01 13:16:13,20.9
1713,2018-02-01 13:21:13,20.9
1714,2018-02-01 13:26:13,20.9
1715,2018-02-01 13:31:13,20.9
1716,2018-02-01 13:36:13,20.9
1717,2018-02-01 13:41:13,21
1718,2018-02-01 13:46:13,21
1719,2018-02-01 13:51:13,21
1720,2018-02-01 13:56:13,21
1721,2018-02-01 14:01:13,21
1722,2018-02-01 14:06:13,21
1723,2018-02-01 14:11:13,21
1724,2018-02-01 14:16:13,21
1725,2018-02-01 14:21:13,21
1726,2018-02-01 14:26:13,21
1727,2018-02-01 14:31:13,21
1728,2018-02-01 14:36:13,21
1729,2018-02-01 14:41:13,21
1730,2018-02-01 14:46:13,21
1731,2018-02-01 14:51:13,21
1732,2018-02-01 14:56:13,21
1733,2018-02-01 15:01:13,21
1734,2018-02-01 15:06:13,21
1735,2018-02-01 15:11:13,21
1736,2018-02-01 15:16:13,21
1737,2018-02-01 15:21:13,21
1738,2018-02-01 15:26:13,21
1739,2018-02-01 15:31:13,21
1740,2018-02-01 15:36:13,21
1741,2018-02-01 15:41:13,21
1742,2018-02-01 15:46:13,21
1743,2018-02-01 15:51:13,21
1744,2018-02-01 15:56:13,21
1745,2018-02-01 16:01:13,21
1746,2018-02-01 16:06:13,21
1747,2018-02-01 16:11:13,21
1748,2018-02-01 16:16:13,21
1749,2018-02-01 16:21:13,21
1750,2018-02-01 16:26:13,21
1751,2018-02-01 16:31:13,21
1752,2018-02-01 16:36:13,21
1753,2018-02-01 16:41:13,21
1754,2018-02-01 16:46:13,21
1755,2018-02-01 16:51:13,21
1756,2018-02-01 16:56:13,21
1757,2018-02-01 17:01:13,21
1758,2018-02-01 17:06:13,21
1759,2018-02-01 17:11:13,21
1760,2018-02-01 17:16:13,21
1761,2018-02-01 17:21:13,21
1762,2018-02-01 17:26:13,21
1763,2018-02-01 17:31:13,21
1764,2018-02-01 17:36:13,21
1765,2018-02-01 17:41:13,21
1766,2018-02-01 17:46:13,21
1767,2018-02-01 17:51:13,21
1768,2018-02-01 17:56:13,21
1769,2018-02-01 18:01:13,21
1770,2018-02-01 18:06:13,21
1771,2018-02-01 18:11:13,21
1772,2018-02-01 18:16:13,21
1773,2018-02-01 18:21:13,21
1774,2018-02-01 18:26:13,21
1775,2018-02-01 18:31:13,21
1776,2018-02-01 18:36:13,21
1777,2018-02-01 18:41:13,21
1778,2018-02-01 18:46:13,21
1779,2018-02-01 18:51:13,21
1780,2018-02-01 18:56:13,21
1781,2018-02-01 19:01:13,21
1782,2018-02-01 19:06:13,21
1783,2018-02-01 19:11:13,21
1784,2018-02-01 19:16:13,21
1785,2018-02-01 19:21:13,21
1786,2018-02-01 19:26:13,21
1787,2018-02-01 19:31:13,21
1788,2018-02-01 19:36:13,21
1789,2018-02-01 19:41:13,21
1790,2018-02-01 19:46:13,21
1791,2018-02-01 19:51:13,21
1792,2018-02-01 19:56:13,21
1793,2018-02-01 20:01:13,21
1794,2018-02-01 20:06:13,21
1795,2018-02-01 20:11:13,21
1796,2018-02-01 20:16:13,21
1797,2018-02-01 20:21:13,21
1798,2018-02-01 20:26:13,21
1799,2018-02-01 20:31:13,21
1800,2018-02-01 20:36:13,20.9
1801,2018-02-01 20:41:13,20.9
1802,2018-02-01 20:46:13,20.9
1803,2018-02-01 20:51:13,20.9
1804,2018-02-01 20:56:13,20.9
1805,2018-02-01 21:01:13,20.9
1806,2018-02-01 21:06:13,20.9
1807,2018-02-01 21:11:13,20.9
1808,2018-02-01 21:16:13,20.9
1809,2018-02-01 21:21:13,20.9
1810,2018-02-01 21:26:13,20.9
1811,2018-02-01 21:31:13,20.9
1812,2018-02-01 21:36:13,21
1813,2018-02-01 21:41:13,21
1814,2018-02-01 21:46:13,21
1815,2018-02-01 21:51:13,21
1816,2018-02-01 21:56:13,21
1817,2018-02-01 22:01:13,21
1818,2018-02-01 22:06:13,21
1819,2018-02-01 22:11:13,20.9
1820,2018-02-01 22:16:13,20.9
1821,2018-02-01 22:21:13,20.9
1822,2018-02-01 22:26:13,20.9
1823,2018-02-01 22:31:13,21
1824,2018-02-01 22:36:13,21.1
1825,2018-02-01 22:41:13,21
1826,2018-02-01 22:46:13,21
1827,2018-02-01 22:51:13,20.9
1828,2018-02-01 22:56:13,20.9
1829,2018-02-01 23:01:13,20.9
1830,2018-02-01 23:06:13,20.9
1831,2018-02-01 23:11:13,20.9
1832,2018-02-01 23:16:13,20.9
1833,2018-02-01 23:21:13,20.9
1834,2018-02-01 23:26:13,20.9
1835,2018-02-01 23:31:13,20.9
1836,2018-02-01 23:36:13,20.9
1837,2018-02-01 23:41:13,20.9
1838,2018-02-01 23:46:13,20.9
1839,2018-02-01 23:51:13,20.9
1840,2018-02-01 23:56:13,20.9
1841,2018-02-02 00:01:13,20.9
1842,2018-02-02 00:06:13,20.9
1843,2018-02-02 00:11:13,20.9
1844,2018-02-02 00:16:13,20.9
1845,2018-02-02 00:21:13,21
1846,2018-02-02 00:26:13,20.9
1847,2018-02-02 00:31:13,20.9
1848,2018-02-02 00:36:13,20.9
1849,2018-02-02 00:41:13,20.9
1850,2018-02-02 00:46:13,20.9
1851,2018-02-02 00:51:13,20.9
1852,2018-02-02 00:56:13,20.9
1853,2018-02-02 01:01:13,20.9
1854,2018-02-02 01:06:13,20.9
1855,2018-02-02 01:11:13,20.9
1856,2018-02-02 01:16:13,20.9
1857,2018-02-02 01:21:13,20.9
1858,2018-02-02 01:26:13,20.9
1859,2018-02-02 01:31:13,20.9
1860,2018-02-02 01:36:13,20.9
1861,2018-02-02 01:41:13,20.9
1862,2018-02-02 01:46:13,20.9
1863,2018-02-02 01:51:13,20.9
1864,2018-02-02 01:56:13,20.9
1865,2018-02-02 02:01:13,20.9
1866,2018-02-02 02:06:13,20.9
1867,2018-02-02 02:11:13,20.9
1868,2018-02-02 02:16:13,20.9
1869,2018-02-02 02:21:13,20.9
1870,2018-02-02 02:26:13,20.9
1871,2018-02-02 02:31:13,20.9
1872,2018-02-02 02:36:13,20.9
1873,2018-02-02 02:41:13,20.9
1874,2018-02-02 02:46:13,20.9
1875,2018-02-02 02:51:13,20.9
1876,2018-02-02 02:56:13,20.9
1877,2018-02-02 03:01:13,20.9
1878,2018-02-02 03:06:13,20.9
1879,2018-02-02 03:11:13,20.9
1880,2018-02-02 03:16:13,20.9
1881,2018-02-02 03:21:13,20.9
1882,2018-02-02 03:26:13,20.9
1883,2018-02-02 03:31:13,20.9
1884,2018-02-02 03:36:13,20.9
1885,2018-02-02 03:41:13,20.9
1886,2018-02-02 03:46:13,20.9
1887,2018-02-02 03:51:13,20.9
1888,2018-02-02 03:56:13,20.9
1889,2018-02-02 04:01:13,20.9
1890,2018-02-02 04:06:13,20.9
1891,2018-02-02 04:11:13,20.9
1892,2018-02-02 04:16:13,20.9
1893,2018-02-02 04:21:13,20.9
1894,2018-02-02 04:26:13,20.9
1895,2018-02-02 04:31:13,20.9
1896,2018-02-02 04:36:13,20.9
1897,2018-02-02 04:41:13,20.9
1898,2018-02-02 04:46:13,20.9
1899,2018-02-02 04:51:13,20.9
1900,2018-02-02 04:56:13,20.9
1901,2018-02-02 05:01:13,20.9
1902,2018-02-02 05:06:13,20.9
1903,2018-02-02 05:11:13,20.9
1904,2018-02-02 05:16:13,20.9
1905,2018-02-02 05:21:13,20.9
1906,2018-02-02 05:26:13,20.9
1907,2018-02-02 05:31:13,20.9
1908,2018-02-02 05:36:13,20.9
1909,2018-02-02 05:41:13,20.9
1910,2018-02-02 05:46:13,20.9
1911,2018-02-02 05:51:13,20.9
1912,2018-02-02 05:56:13,20.9
1913,2018-02-02 06:01:13,20.9
1914,2018-02-02 06:06:13,20.9
1915,2018-02-02 06:11:13,20.9
1916,2018-02-02 06:16:13,20.9
1917,2018-02-02 06:21:13,20.9
1918,2018-02-02 06:26:13,20.9
1919,2018-02-02 06:31:13,20.9
1920,2018-02-02 06:36:13,20.9
1921,2018-02-02 06:41:13,20.9
1922,2018-02-02 06:46:13,20.9
1923,2018-02-02 06:51:13,20.9
1924,2018-02-02 06:56:13,20.9
1925,2018-02-02 07:01:13,20.9
1926,2018-02-02 07:06:13,20.9
1927,2018-02-02 07:11:13,20.9
1928,2018-02-02 07:16:13,20.9
1929,2018-02-02 07:21:13,20.9
1930,2018-02-02 07:26:13,20.9
1931,2018-02-02 07:31:13,20.9
1932,2018-02-02 07:36:13,20.9
1933,2018-02-02 07:41:13,20.9
1934,2018-02-02 07:46:13,20.9
1935,2018-02-02 07:51:13,20.9
1936,2018-02-02 07:56:13,20.9
1937,2018-02-02 08:01:13,20.9
1938,2018-02-02 08:06:13,20.9
1939,2018-02-02 08:11:13,20.9
1940,2018-02-02 08:16:13,20.9
1941,2018-02-02 08:21:13,20.9
1942,2018-02-02 08:26:13,20.9
1943,2018-02-02 08:31:13,20.9
1944,2018-02-02 08:36:13,20.9
1945,2018-02-02 08:41:13,20.9
1946,2018-02-02 08:46:13,20.9
1947,2018-02-02 08:51:13,20.9
1948,2018-02-02 08:56:13,20.9
1949,2018-02-02 09:01:13,20.9
1950,2018-02-02 09:06:13,20.9
1951,2018-02-02 09:11:13,20.9
1952,2018-02-02 09:16:13,20.9
1953,2018-02-02 09:21:13,20.9
1954,2018-02-02 09:26:13,20.9
1955,2018-02-02 09:31:13,20.9
1956,2018-02-02 09:36:13,20.9
1957,2018-02-02 09:41:13,20.9
1958,2018-02-02 09:46:13,20.9
1959,2018-02-02 09:51:13,20.9
1960,2018-02-02 09:56:13,20.9
1961,2018-02-02 10:01:13,20.9
1962,2018-02-02 10:06:13,20.9
1963,2018-02-02 10:11:13,20.9
1964,2018-02-02 10:16:13,20.9
1965,2018-02-02 10:21:13,20.9
1966,2018-02-02 10:26:13,20.9
1967,2018-02-02 10:31:13,20.9
1968,2018-02-02 10:36:13,20.9
1969,2018-02-02 10:41:13,20.9
1970,2018-02-02 10:46:13,20.9
1971,2018-02-02 10:51:13,20.9
1972,2018-02-02 10:56:13,20.9
1973,2018-02-02 11:01:13,20.9
1974,2018-02-02 11:06:13,20.9
1975,2018-02-02 11:11:13,20.9
1976,2018-02-02 11:16:13,20.9
1977,2018-02-02 11:21:13,20.9
1978,2018-02-02 11:26:13,20.9
1979,2018-02-02 11:31:13,20.9
1980,2018-02-02 11:36:13,20.9
1981,2018-02-02 11:41:13,20.9
1982,2018-02-02 11:46:13,20.9
1983,2018-02-02 11:51:13,20.9
1984,2018-02-02 11:56:13,20.9
1985,2018-02-02 12:01:13,20.9
1986,2018-02-02 12:06:13,20.9
1987,2018-02-02 12:11:13,20.9
1988,2018-02-02 12:16:13,20.9
1989,2018-02-02 12:21:13,20.9
1990,2018-02-02 12:26:13,20.9
1991,2018-02-02 12:31:13,20.9
1992,2018-02-02 12:36:13,21
1993,2018-02-02 12:41:13,20.9
1994,2018-02-02 12:46:13,20.9
1995,2018-02-02 12:51:13,20.9
1996,2018-02-02 12:56:13,20.9
1997,2018-02-02 13:01:13,20.9
1998,2018-02-02 13:06:13,20.9
1999,2018-02-02 13:11:13,20.9
2000,2018-02-02 13:16:13,20.9
2001,2018-02-02 13:21:13,20.9
2002,2018-02-02 13:26:13,20.9
2003,2018-02-02 13:31:13,20.9
2004,2018-02-02 13:36:13,20.9
2005,2018-02-02 13:41:13,20.9
2006,2018-02-02 13:46:13,20.9
2007,2018-02-02 13:51:13,20.9
2008,2018-02-02 13:56:13,20.9
2009,2018-02-02 14:01:13,20.9
2010,2018-02-02 14:06:13,20.9
2011,2018-02-02 14:11:13,20.9
2012,2018-02-02 14:16:13,20.9
2013,2018-02-02 14:21:13,20.9
2014,2018-02-02 14:26:13,20.9
2015,2018-02-02 14:31:13,20.9
2016,2018-02-02 14:36:13,20.9
2017,2018-02-02 14:41:13,20.9
2018,2018-02-02 14:46:13,20.9
2019,2018-02-02 14:51:13,20.9
2020,2018-02-02 14:56:13,20.8
2021,2018-02-02 15:01:13,20.8
2022,2018-02-02 15:06:13,20.8
2023,2018-02-02 15:11:13,20.8
2024,2018-02-02 15:16:13,20.8
2025,2018-02-02 15:21:13,20.8
2026,2018-02-02 15:26:13,20.8
2027,2018-02-02 15:31:13,20.8
2028,2018-02-02 15:36:13,20.7
2029,2018-02-02 15:41:13,20.7
2030,2018-02-02 15:46:13,20.7
2031,2018-02-02 15:51:13,20.7
2032,2018-02-02 15:56:13,20.7
2033,2018-02-02 16:01:13,20.7
2034,2018-02-02 16:06:13,20.7
2035,2018-02-02 16:11:13,20.7
2036,2018-02-02 16:16:13,20.7
2037,2018-02-02 16:21:13,20.7
2038,2018-02-02 16:26:13,20.7
2039,2018-02-02 16:31:13,20.7
2040,2018-02-02 16:36:13,20.7
2041,2018-02-02 16:41:13,20.7
2042,2018-02-02 16:46:13,20.7
2043,2018-02-02 16:51:13,20.7
2044,2018-02-02 16:56:13,20.7
2045,2018-02-02 17:01:13,20.7
2046,2018-02-02 17:06:13,20.7
2047,2018-02-02 17:11:13,20.7
2048,2018-02-02 17:16:13,20.7
2049,2018-02-02 17:21:13,20.7
2050,2018-02-02 17:26:13,20.7
2051,2018-02-02 17:31:13,20.7
2052,2018-02-02 17:36:13,20.7
2053,2018-02-02 17:41:13,20.7
2054,2018-02-02 17:46:13,20.7
2055,2018-02-02 17:51:13,20.7
2056,2018-02-02 17:56:13,20.7
2057,2018-02-02 18:01:13,20.7
2058,2018-02-02 18:06:13,20.6
2059,2018-02-02 18:11:13,20.7
2060,2018-02-02 18:16:13,20.6
2061,2018-02-02 18:21:13,20.6
2062,2018-02-02 18:26:13,20.6
2063,2018-02-02 18:31:13,20.6
2064,2018-02-02 18:36:13,20.6
2065,2018-02-02 18:41:13,20.6
2066,2018-02-02 18:46:13,20.6
2067,2018-02-02 18:51:13,20.6
2068,2018-02-02 18:56:13,20.6
2069,2018-02-02 19:01:13,20.6
2070,2018-02-02 19:06:13,20.6
2071,2018-02-02 19:11:13,20.6
2072,2018-02-02 19:16:13,20.6
2073,2018-02-02 19:21:13,20.6
2074,2018-02-02 19:26:13,20.6
2075,2018-02-02 19:31:13,20.6
2076,2018-02-02 19:36:13,20.6
2077,2018-02-02 19:41:13,20.6
2078,2018-02-02 19:46:13,20.6
2079,2018-02-02 19:51:13,20.6
2080,2018-02-02 19:56:13,20.6
2081,2018-02-02 20:01:13,20.6
2082,2018-02-02 20:06:13,20.6
2083,2018-02-02 20:11:13,20.6
2084,2018-02-02 20:16:13,20.6
2085,2018-02-02 20:21:13,20.6
2086,2018-02-02 20:26:13,20.6
2087,2018-02-02 20:31:13,20.6
2088,2018-02-02 20:36:13,20.6
2089,2018-02-02 20:41:13,20.6
2090,2018-02-02 20:46:13,20.6
2091,2018-02-02 20:51:13,20.6
2092,2018-02-02 20:56:13,20.6
2093,2018-02-02 21:01:13,20.6
2094,2018-02-02 21:06:13,20.6
2095,2018-02-02 21:11:13,20.6
2096,2018-02-02 21:16:13,20.6
2097,2018-02-02 21:21:13,20.6
2098,2018-02-02 21:26:13,20.6
2099,2018-02-02 21:31:13,20.6
2100,2018-02-02 21:36:13,20.6
2101,2018-02-02 21:41:13,20.6
2102,2018-02-02 21:46:13,20.6
2103,2018-02-02 21:51:13,20.6
2104,2018-02-02 21:56:13,20.6
2105,2018-02-02 22:01:13,20.6
2106,2018-02-02 22:06:13,20.6
2107,2018-02-02 22:11:13,20.6
2108,2018-02-02 22:16:13,20.6
2109,2018-02-02 22:21:13,20.6
2110,2018-02-02 22:26:13,20.6
2111,2018-02-02 22:31:13,20.6
2112,2018-02-02 22:36:13,20.6
2113,2018-02-02 22:41:13,20.6
2114,2018-02-02 22:46:13,20.6
2115,2018-02-02 22:51:13,20.5
2116,2018-02-02 22:56:13,20.5
2117,2018-02-02 23:01:13,20.5
2118,2018-02-02 23:06:13,20.7
2119,2018-02-02 23:11:13,20.6
2120,2018-02-02 23:16:13,20.6
2121,2018-02-02 23:21:13,20.6
2122,2018-02-02 23:26:13,20.6
2123,2018-02-02 23:31:13,20.6
2124,2018-02-02 23:36:13,20.6
2125,2018-02-02 23:41:13,20.6
2126,2018-02-02 23:46:13,20.6
2127,2018-02-02 23:51:13,20.6
2128,2018-02-02 23:56:13,20.6
2129,2018-02-03 00:01:13,20.6
2130,2018-02-03 00:06:13,20.6
2131,2018-02-03 00:11:13,20.6
2132,2018-02-03 00:16:13,20.6
2133,2018-02-03 00:21:13,20.6
2134,2018-02-03 00:26:13,20.6
2135,2018-02-03 00:31:13,20.6
2136,2018-02-03 00:36:13,20.6
2137,2018-02-03 00:41:13,20.6
2138,2018-02-03 00:46:13,20.6
2139,2018-02-03 00:51:13,20.6
2140,2018-02-03 00:56:13,20.6
2141,2018-02-03 01:01:13,20.6
2142,2018-02-03 01:06:13,20.6
2143,2018-02-03 01:11:13,20.6
2144,2018-02-03 01:16:13,20.6
2145,2018-02-03 01:21:13,20.6
2146,2018-02-03 01:26:13,20.6
2147,2018-02-03 01:31:13,20.6
2148,2018-02-03 01:36:13,20.6
2149,2018-02-03 01:41:13,20.6
2150,2018-02-03 01:46:13,20.6
2151,2018-02-03 01:51:13,20.6
2152,2018-02-03 01:56:13,20.6
2153,2018-02-03 02:01:13,20.6
2154,2018-02-03 02:06:13,20.6
2155,2018-02-03 02:11:13,20.6
2156,2018-02-03 02:16:13,20.6
2157,2018-02-03 02:21:13,20.6
2158,2018-02-03 02:26:13,20.6
2159,2018-02-03 02:31:13,20.6
2160,2018-02-03 02:36:13,20.6
2161,2018-02-03 02:41:13,20.6
2162,2018-02-03 02:46:13,20.6
2163,2018-02-03 02:51:13,20.6
2164,2018-02-03 02:56:13,20.6
2165,2018-02-03 03:01:13,20.6
2166,2018-02-03 03:06:13,20.6
2167,2018-02-03 03:11:13,20.6
2168,2018-02-03 03:16:13,20.6
2169,2018-02-03 03:21:13,20.6
2170,2018-02-03 03:26:13,20.6
2171,2018-02-03 03:31:13,20.6
2172,2018-02-03 03:36:13,20.6
2173,2018-02-03 03:41:13,20.6
2174,2018-02-03 03:46:13,20.6
2175,2018-02-03 03:51:13,20.6
2176,2018-02-03 03:56:13,20.6
2177,2018-02-03 04:01:13,20.6
2178,2018-02-03 04:06:13,20.6
2179,2018-02-03 04:11:13,20.6
2180,2018-02-03 04:16:13,20.6
2181,2018-02-03 04:21:13,20.6
2182,2018-02-03 04:26:13,20.6
2183,2018-02-03 04:31:13,20.6
2184,2018-02-03 04:36:13,20.6
2185,2018-02-03 04:41:13,20.5
2186,2018-02-03 04:46:13,20.5
2187,2018-02-03 04:51:13,20.5
2188,2018-02-03 04:56:13,20.5
2189,2018-02-03 05:01:13,20.5
2190,2018-02-03 05:06:13,20.5
2191,2018-02-03 05:11:13,20.5
2192,2018-02-03 05:16:13,20.6
2193,2018-02-03 05:21:13,20.6
2194,2018-02-03 05:26:13,20.6
2195,2018-02-03 05:31:13,20.6
2196,2018-02-03 05:36:13,20.6
2197,2018-02-03 05:41:13,20.6
2198,2018-02-03 05:46:13,20.6
2199,2018-02-03 05:51:13,20.6
